commits,commits_per_month,changes,changes_per_commit,changes_per_month,grade
23,4,1454,63,290,7.18
28,5,656,23,131,5.83
28,5,2371,84,474,8.28
39,7,3411,87,682,8.84
41,8,471,11,94,6.04
50,10,1968,39,393,7.56
47,9,3795,80,759,9.01
19,3,814,42,162,6.03
44,8,2993,68,598,8.3
11,2,422,38,84,5.78
38,7,3608,94,721,9.14
50,10,597,11,119,6.45
20,4,1302,65,260,7.4
35,7,1218,34,243,6.77
48,9,2961,61,592,8.25
44,8,2183,49,436,7.55
30,6,1233,41,246,6.84
10,2,439,43,87,6.12
49,9,3701,75,740,8.81
10,2,717,71,143,7.25
46,9,3550,77,710,8.88
42,8,186,4,37,5.74
25,5,231,9,46,5.36
38,7,1616,42,323,7.05
38,7,2849,74,569,8.34
16,3,1298,81,259,7.75
38,7,1147,30,229,6.56
12,2,867,72,173,7.03
49,9,3784,77,756,8.88
32,6,2765,86,553,8.6
20,4,115,5,23,5.01
21,4,616,29,123,5.91
45,9,2227,49,445,7.77
45,9,1164,25,232,6.81
18,3,1769,98,353,8.31
42,8,3702,88,740,9.11
26,5,1604,61,320,7.41
23,4,1328,57,265,6.95
16,3,1277,79,255,7.69
24,4,2364,98,472,8.55
31,6,2172,70,434,7.97
41,8,1978,48,395,7.51
17,3,1038,61,207,6.88
43,8,373,8,74,5.9
44,8,251,5,50,5.78
40,8,1826,45,365,7.41
26,5,2571,98,514,8.9
38,7,116,3,23,5.47
36,7,2821,78,564,8.51
32,6,899,28,179,6.27
41,8,3545,86,709,9.04
47,9,1462,31,292,7.03
44,8,1571,35,314,6.99
19,3,540,28,108,5.47
23,4,1626,70,325,7.47
28,5,1593,56,318,7.16
45,9,2840,63,568,8.32
48,9,3185,66,637,8.44
20,4,1297,64,259,7.37
39,7,2816,72,563,8.24
47,9,1009,21,201,6.64
40,8,1704,42,340,7.29
34,6,1937,56,387,7.38
27,5,194,7,38,5.17
36,7,487,13,97,5.91
49,9,529,10,105,6.2
44,8,1455,33,291,6.9
28,5,1734,61,346,7.36
16,3,336,21,67,5.35
29,5,1573,54,314,7.05
43,8,2589,60,517,7.98
46,9,1678,36,335,7.24
44,8,1495,33,299,6.92
10,2,499,49,99,6.36
50,10,3191,63,638,8.54
34,6,2767,81,553,8.37
44,8,3830,87,766,9.06
23,4,925,40,185,6.26
20,4,569,28,113,5.91
32,6,436,13,87,5.68
44,8,698,15,139,6.19
37,7,802,21,160,6.22
24,4,526,21,105,5.48
26,5,1951,75,390,7.96
47,9,4383,93,876,9.52
50,10,4195,83,839,9.34
40,8,2351,58,470,7.93
34,6,767,22,153,6.01
23,4,1976,85,395,8.08
10,2,352,35,70,5.79
34,6,448,13,89,5.63
13,2,798,61,159,6.5
32,6,1100,34,220,6.52
20,4,1281,64,256,7.36
36,7,2179,60,435,7.79
19,3,423,22,84,5.21
45,9,477,10,95,6.2
39,7,112,2,22,5.42
12,2,1164,97,232,8.02
15,3,1034,68,206,7.33
33,6,2717,82,543,8.42
33,6,1603,48,320,7.07
35,7,1643,46,328,7.26
18,3,117,6,23,4.6
38,7,1451,38,290,6.88
35,7,2029,57,405,7.7
14,2,569,40,113,5.59
45,9,3459,76,691,8.86
34,6,1422,41,284,6.78
50,10,1262,25,252,7.0
39,7,2114,54,422,7.52
48,9,2458,51,491,7.84
30,6,2457,81,491,8.46
29,5,2454,84,490,8.25
17,3,321,18,64,5.18
23,4,1009,43,201,6.39
11,2,1097,99,219,8.23
50,10,3546,70,709,8.82
47,9,698,14,139,6.36
26,5,694,26,138,6.01
44,8,2672,60,534,7.99
17,3,974,57,194,6.72
25,5,509,20,101,5.79
22,4,1407,63,281,7.23
16,3,1557,97,311,8.4
47,9,1282,27,256,6.88
40,8,245,6,49,5.84
45,9,1806,40,361,7.4
40,8,2192,54,438,7.77
19,3,1468,77,293,7.42
40,8,3918,97,783,9.5
21,4,727,34,145,6.11
45,9,2484,55,496,8.0
14,2,375,26,75,5.04
15,3,1463,97,292,8.49
40,8,1834,45,366,7.41
37,7,2277,61,455,7.82
37,7,2597,70,519,8.17
39,7,2124,54,424,7.52
14,2,302,21,60,4.83
31,6,1133,36,226,6.62
38,7,2293,60,458,7.77
11,2,977,88,195,7.79
43,8,2556,59,511,7.95
32,6,712,22,142,6.03
30,6,1632,54,326,7.37
27,5,2629,97,525,8.82
28,5,656,23,131,5.83
38,7,3653,96,730,9.2
28,5,1186,42,237,6.59
41,8,3205,78,641,8.71
20,4,1618,80,323,8.01
43,8,3744,87,748,9.06
14,2,557,39,111,5.56
48,9,1770,36,354,7.25
49,9,2017,41,403,7.44
35,7,839,23,167,6.33
27,5,2680,99,536,8.9
46,9,4065,88,813,9.32
13,2,251,19,50,4.82
41,8,2322,56,464,7.84
11,2,492,44,98,6.02
41,8,859,20,171,6.4
44,8,328,7,65,5.85
45,9,3840,85,768,9.21
42,8,122,2,24,5.65
33,6,1017,30,203,6.35
48,9,873,18,174,6.51
41,8,2839,69,567,8.35
48,9,1984,41,396,7.44
45,9,2901,64,580,8.37
42,8,4139,98,827,9.51
45,9,3768,83,753,9.13
41,8,810,19,162,6.37
18,3,351,19,70,5.15
17,3,721,42,144,6.13
28,5,1915,68,383,7.63
24,4,947,39,189,6.19
49,9,3161,64,632,8.37
36,7,2976,82,595,8.68
23,4,1702,74,340,7.62
33,6,2754,83,550,8.46
49,9,2375,48,475,7.73
44,8,1842,41,368,7.23
23,4,503,21,100,5.5
14,2,796,56,159,6.24
49,9,280,5,56,6.01
24,4,361,15,72,5.22
17,3,1394,82,278,7.72
21,4,141,6,28,4.98
19,3,838,44,167,6.09
47,9,3763,80,752,8.99
49,9,4878,99,975,9.77
34,6,921,27,184,6.2
10,2,782,78,156,7.52
40,8,1835,45,367,7.42
10,2,161,16,32,5.03
33,6,1613,48,322,7.07
40,8,916,22,183,6.5
31,6,1547,49,309,7.15
42,8,3222,76,644,8.64
48,9,1251,26,250,6.83
34,6,446,13,89,5.64
14,2,1250,89,250,7.55
17,3,1170,68,234,7.18
41,8,3267,79,653,8.76
27,5,863,31,172,6.18
48,9,3981,82,796,9.09
47,9,2358,50,471,7.8
17,3,1041,61,208,6.89
22,4,796,36,159,6.14
49,9,4242,86,848,9.25
40,8,1892,47,378,7.48
39,7,3326,85,665,8.76
40,8,2881,72,576,8.48
41,8,3716,90,743,9.2
19,3,971,51,194,6.38
27,5,1620,60,324,7.33
21,4,873,41,174,6.39
33,6,1874,56,374,7.39
16,3,512,32,102,5.79
25,5,799,31,159,6.25
48,9,1428,29,285,6.97
18,3,1608,89,321,7.95
11,2,261,23,52,5.19
23,4,2201,95,440,8.47
16,3,1440,90,288,8.12
41,8,1513,36,302,7.05
45,9,1722,38,344,7.32
20,4,1407,70,281,7.6
47,9,846,18,169,6.51
46,9,364,7,72,6.07
20,4,1833,91,366,8.45
19,3,241,12,48,4.82
37,7,491,13,98,5.89
50,10,1074,21,214,6.84
21,4,392,18,78,5.47
17,3,1366,80,273,7.65
49,9,3875,79,775,8.96
35,7,2368,67,473,8.09
47,9,1913,40,382,7.41
21,4,1353,64,270,7.31
40,8,3099,77,619,8.69
23,4,837,36,167,6.1
31,6,1494,48,298,7.09
43,8,1232,28,246,6.71
21,4,1604,76,320,7.79
50,10,3271,65,654,8.61
37,7,1457,39,291,6.94
48,9,1075,22,215,6.68
46,9,2455,53,491,7.92
37,7,868,23,173,6.29
36,7,1184,32,236,6.68
42,8,2760,65,552,8.2
15,3,101,6,20,4.83
24,4,544,22,108,5.51
13,2,1079,83,215,7.37
45,9,2113,46,422,7.66
28,5,2677,95,535,8.72
31,6,1795,57,359,7.47
15,3,520,34,104,5.97
25,5,1573,62,314,7.49
38,7,1130,29,226,6.54
16,3,1124,70,224,7.31
37,7,3497,94,699,9.14
24,4,2241,93,448,8.35
16,3,1520,95,304,8.32
14,2,832,59,166,6.35
48,9,2574,53,514,7.92
39,7,1927,49,385,7.32
18,3,835,46,167,6.23
31,6,899,29,179,6.33
25,5,442,17,88,5.68
35,7,1781,50,356,7.42
12,2,224,18,44,4.84
50,10,1672,33,334,7.33
46,9,736,16,147,6.43
15,3,749,49,149,6.57
26,5,2454,94,490,8.73
42,8,1884,44,376,7.36
35,7,1472,42,294,7.08
39,7,2344,60,468,7.75
28,5,759,27,151,5.98
25,5,910,36,182,6.45
36,7,3469,96,693,9.23
19,3,290,15,58,4.94
42,8,522,12,104,6.07
20,4,1592,79,318,7.97
48,9,1824,38,364,7.31
47,9,2353,50,470,7.79
33,6,2394,72,478,8.03
48,9,1637,34,327,7.15
33,6,2329,70,465,7.95
10,2,885,88,177,7.93
37,7,2170,58,434,7.7
40,8,1374,34,274,6.96
15,3,1435,95,287,8.41
21,4,783,37,156,6.22
35,7,2613,74,522,8.37
46,9,4036,87,807,9.29
30,6,557,18,111,5.92
22,4,751,34,150,6.06
39,7,2203,56,440,7.6
37,7,348,9,69,5.72
47,9,4544,96,908,9.65
43,8,3911,90,782,9.2
17,3,1523,89,304,8.01
18,3,296,16,59,5.03
19,3,769,40,153,5.94
49,9,3674,74,734,8.77
13,2,894,68,178,6.78
31,6,731,23,146,6.1
36,7,1601,44,320,7.15
22,4,1428,64,285,7.27
36,7,3024,84,604,8.74
21,4,440,20,88,5.56
14,2,403,28,80,5.11
44,8,488,11,97,6.01
32,6,1222,38,244,6.68
36,7,2463,68,492,8.11
29,5,339,11,67,5.31
28,5,2198,78,439,8.03
13,2,143,11,28,4.46
28,5,2081,74,416,7.87
41,8,2600,63,520,8.12
40,8,2949,73,589,8.53
47,9,2780,59,556,8.16
36,7,2055,57,411,7.67
31,6,2817,90,563,8.79
41,8,325,7,65,5.89
34,6,2360,69,472,7.89
38,7,2151,56,430,7.61
34,6,2630,77,526,8.21
35,7,1853,52,370,7.5
27,5,2092,77,418,8.02
28,5,1872,66,374,7.56
42,8,1419,33,283,6.91
39,7,3863,99,772,9.31
28,5,1093,39,218,6.46
42,8,2522,60,504,7.98
14,2,1029,73,205,6.91
28,5,2118,75,423,7.92
24,4,870,36,174,6.07
43,8,180,4,36,5.74
15,3,565,37,113,6.09
49,9,3937,80,787,9.0
42,8,1720,40,344,7.2
41,8,1634,39,326,7.16
31,6,3012,97,602,9.06
25,5,838,33,167,6.32
34,6,1714,50,342,7.13
11,2,436,39,87,5.83
31,6,2998,96,599,9.03
14,2,923,65,184,6.6
21,4,1215,57,243,7.04
27,5,1771,65,354,7.54
16,3,1055,65,211,7.13
25,5,1602,64,320,7.56
20,4,361,18,72,5.52
29,5,2534,87,506,8.37
38,7,780,20,156,6.17
11,2,366,33,73,5.58
27,5,1735,64,347,7.5
48,9,2831,58,566,8.13
11,2,465,42,93,5.94
31,6,2454,79,490,8.34
22,4,1218,55,243,6.9
10,2,747,74,149,7.37
23,4,1269,55,253,6.86
47,9,4133,87,826,9.29
10,2,903,90,180,8.0
47,9,4167,88,833,9.33
48,9,3771,78,754,8.93
45,9,205,4,41,5.97
37,7,895,24,179,6.34
32,6,2459,76,491,8.21
17,3,1213,71,242,7.29
19,3,552,29,110,5.49
28,5,733,26,146,5.94
27,5,2230,82,446,8.22
47,9,1773,37,354,7.29
25,5,568,22,113,5.88
21,4,475,22,95,5.64
40,8,2188,54,437,7.77
18,3,1452,80,290,7.6
48,9,507,10,101,6.2
34,6,2166,63,433,7.66
26,5,2507,96,501,8.81
19,3,1223,64,244,6.9
10,2,589,58,117,6.72
39,7,3219,82,643,8.64
50,10,4479,89,895,9.57
40,8,3112,77,622,8.69
31,6,1003,32,200,6.46
27,5,1092,40,218,6.54
16,3,1200,75,240,7.52
14,2,182,13,36,4.49
20,4,836,41,167,6.45
46,9,1790,38,358,7.33
30,6,1705,56,341,7.46
47,9,4208,89,841,9.36
16,3,1226,76,245,7.57
30,6,753,25,150,6.19
32,6,1421,44,284,6.92
12,2,371,30,74,5.36
11,2,757,68,151,6.99
39,7,2068,53,413,7.47
13,2,147,11,29,4.48
15,3,599,39,119,6.17
14,2,165,11,33,4.44
46,9,2429,52,485,7.89
21,4,1875,89,375,8.31
13,2,1055,81,211,7.3
40,8,1280,32,256,6.88
13,2,934,71,186,6.91
18,3,144,8,28,4.65
36,7,3285,91,657,9.03
36,7,1994,55,398,7.59
27,5,855,31,171,6.19
40,8,484,12,96,6.07
29,5,310,10,62,5.3
35,7,2915,83,583,8.73
11,2,109,9,21,4.56
40,8,1950,48,390,7.53
30,6,1792,59,358,7.57
28,5,970,34,194,6.28
16,3,580,36,116,5.96
40,8,423,10,84,6.0
18,3,408,22,81,5.27
20,4,1085,54,217,6.97
15,3,1073,71,214,7.45
11,2,1099,99,219,8.23
26,5,1960,75,392,7.97
20,4,642,32,128,6.08
23,4,686,29,137,5.83
48,9,879,18,175,6.51
49,9,2334,47,466,7.69
11,2,491,44,98,6.03
21,4,308,14,61,5.3
19,3,680,35,136,5.75
39,7,2798,71,559,8.21
30,6,1928,64,385,7.76
41,8,3950,96,790,9.44
34,6,642,18,128,5.86
21,4,549,26,109,5.77
26,5,424,16,84,5.59
12,2,183,15,36,4.72
23,4,478,20,95,5.46
13,2,1166,89,233,7.63
24,4,134,5,26,4.78
37,7,754,20,150,6.17
41,8,2886,70,577,8.4
10,2,472,47,94,6.28
34,6,2887,84,577,8.5
12,2,1179,98,235,8.06
21,4,1805,85,361,8.16
12,2,519,43,103,5.86
33,6,1320,40,264,6.74
31,6,380,12,76,5.66
41,8,1512,36,302,7.05
49,9,1446,29,289,6.97
38,7,3070,80,614,8.58
19,3,298,15,59,4.93
35,7,376,10,75,5.81
50,10,4184,83,836,9.33
38,7,3029,79,605,8.53
42,8,1783,42,356,7.27
28,5,2010,71,402,7.76
50,10,2967,59,593,8.37
14,2,1305,93,261,7.71
37,7,468,12,93,5.85
19,3,1255,66,251,6.98
16,3,992,62,198,6.99
32,6,909,28,181,6.27
33,6,842,25,168,6.14
44,8,3750,85,750,8.98
45,9,1808,40,361,7.4
33,6,1398,42,279,6.82
20,4,430,21,86,5.65
14,2,205,14,41,4.56
24,4,698,29,139,5.78
20,4,1576,78,315,7.93
41,8,564,13,112,6.11
19,3,680,35,136,5.75
27,5,2519,93,503,8.65
10,2,700,70,140,7.2
40,8,2558,63,511,8.14
15,3,871,58,174,6.92
27,5,2411,89,482,8.5
36,7,816,22,163,6.28
39,7,222,5,44,5.55
37,7,1709,46,341,7.21
27,5,1995,73,399,7.87
15,3,756,50,151,6.61
31,6,2128,68,425,7.91
41,8,2749,67,549,8.27
30,6,2943,98,588,9.12
38,7,3406,89,681,8.93
19,3,1735,91,347,7.99
16,3,1496,93,299,8.24
45,9,3081,68,616,8.53
12,2,609,50,121,6.15
12,2,368,30,73,5.34
24,4,1576,65,315,7.24
35,7,1142,32,228,6.69
17,3,296,17,59,5.13
12,2,972,81,194,7.38
22,4,2181,99,436,8.66
35,7,633,18,126,6.11
48,9,1782,37,356,7.28
41,8,856,20,171,6.41
36,7,1184,32,236,6.68
38,7,3514,92,702,9.05
27,5,1514,56,302,7.17
41,8,2219,54,443,7.75
30,6,2349,78,469,8.32
44,8,1251,28,250,6.71
31,6,1276,41,255,6.82
21,4,656,31,131,5.99
44,8,697,15,139,6.19
22,4,1288,58,257,7.02
23,4,1073,46,214,6.51
18,3,805,44,161,6.16
29,5,1688,58,337,7.2
39,7,2226,57,445,7.64
19,3,1528,80,305,7.54
38,7,2246,59,449,7.72
35,7,1002,28,200,6.53
16,3,1009,63,201,7.03
25,5,513,20,102,5.8
46,9,580,12,116,6.29
24,4,1681,70,336,7.43
34,6,2018,59,403,7.49
19,3,1837,96,367,8.19
18,3,1101,61,220,6.83
24,4,1251,52,250,6.71
20,4,294,14,58,5.35
48,9,3184,66,636,8.44
48,9,1306,27,261,6.88
29,5,2008,69,401,7.65
11,2,805,73,161,7.18
49,9,3033,61,606,8.25
13,2,1005,77,201,7.14
21,4,782,37,156,6.22
41,8,3570,87,714,9.07
45,9,3805,84,761,9.17
46,9,4293,93,858,9.52
48,9,4800,100,960,9.79
24,4,1825,76,365,7.67
12,2,984,82,196,7.42
50,10,671,13,134,6.53
35,7,295,8,59,5.73
24,4,779,32,155,5.91
33,6,856,25,171,6.15
23,4,1456,63,291,7.18
24,4,2063,85,412,8.04
29,5,2875,99,575,8.85
43,8,221,5,44,5.77
22,4,1767,80,353,7.9
20,4,1799,89,359,8.37
36,7,3564,99,712,9.34
45,9,2971,66,594,8.44
43,8,788,18,157,6.3
45,9,438,9,87,6.16
13,2,1040,80,208,7.26
13,2,1133,87,226,7.54
26,5,2596,99,519,8.94
13,2,360,27,72,5.15
27,5,2100,77,420,8.03
42,8,2177,51,435,7.64
24,4,692,28,138,5.76
45,9,3156,70,631,8.6
38,7,3187,83,637,8.7
37,7,2370,64,474,7.93
42,8,2010,47,402,7.48
31,6,2961,95,592,8.99
41,8,2045,49,409,7.57
19,3,370,19,74,5.11
19,3,1266,66,253,6.99
26,5,350,13,70,5.49
37,7,987,26,197,6.42
14,2,1020,72,204,6.89
15,3,1047,69,209,7.37
16,3,1554,97,310,8.39
40,8,1788,44,357,7.37
21,4,1879,89,375,8.31
12,2,608,50,121,6.15
46,9,435,9,87,6.17
40,8,3131,78,626,8.72
22,4,1977,89,395,8.27
13,2,1073,82,214,7.34
12,2,1051,87,210,7.64
49,9,375,7,75,6.09
41,8,1465,35,293,7.01
34,6,3277,96,655,8.97
26,5,1447,55,289,7.17
45,9,4215,93,843,9.53
23,4,473,20,94,5.46
30,6,661,22,132,6.08
20,4,1017,50,203,6.81
29,5,1417,48,283,6.82
21,4,456,21,91,5.59
37,7,577,15,115,5.98
22,4,868,39,173,6.26
18,3,583,32,116,5.66
40,8,336,8,67,5.92
13,2,230,17,46,4.75
20,4,1892,94,378,8.57
38,7,1077,28,215,6.49
35,7,2766,79,553,8.56
40,8,307,7,61,5.88
18,3,1199,66,239,7.03
48,9,3592,74,718,8.77
14,2,591,42,118,5.67
46,9,2897,62,579,8.29
40,8,932,23,186,6.52
13,2,538,41,107,5.7
50,10,2599,51,519,8.06
46,9,3492,75,698,8.81
30,6,1771,59,354,7.56
33,6,1281,38,256,6.67
21,4,1148,54,229,6.91
41,8,3279,79,655,8.77
47,9,2426,51,485,7.85
49,9,3841,78,768,8.92
39,7,3665,93,733,9.09
47,9,3742,79,748,8.97
40,8,1467,36,293,7.05
43,8,2589,60,517,7.98
28,5,1285,45,257,6.72
23,4,591,25,118,5.67
49,9,3957,80,791,9.01
45,9,3655,81,731,9.04
29,5,659,22,131,5.77
31,6,2030,65,406,7.79
29,5,111,3,22,5.0
19,3,189,9,37,4.68
37,7,3301,89,660,8.94
33,6,121,3,24,5.25
13,2,1249,96,249,7.89
47,9,2105,44,421,7.57
42,8,2793,66,558,8.23
12,2,938,78,187,7.26
29,5,2020,69,404,7.66
10,2,476,47,95,6.29
35,7,1024,29,204,6.56
21,4,550,26,110,5.79
30,6,1043,34,208,6.57
49,9,1482,30,296,7.0
26,5,1335,51,267,7.01
39,7,3567,91,713,9.0
29,5,360,12,72,5.37
10,2,393,39,78,5.95
48,9,710,14,142,6.37
18,3,1388,77,277,7.46
24,4,557,23,111,5.54
20,4,499,24,99,5.76
41,8,3463,84,692,8.96
34,6,2884,84,576,8.5
41,8,2700,65,540,8.21
25,5,1137,45,227,6.81
43,8,1432,33,286,6.9
41,8,1796,43,359,7.33
16,3,804,50,160,6.51
24,4,1129,47,225,6.5
12,2,175,14,35,4.72
28,5,475,16,95,5.57
36,7,3163,87,632,8.88
10,2,618,61,123,6.85
40,8,2883,72,576,8.48
26,5,2415,92,483,8.66
35,7,3092,88,618,8.93
24,4,2086,86,417,8.08
27,5,1497,55,299,7.14
40,8,2296,57,459,7.89
42,8,2957,70,591,8.39
17,3,653,38,130,5.96
23,4,1634,71,326,7.5
10,2,248,24,49,5.35
47,9,3503,74,700,8.76
45,9,3600,80,720,9.0
40,8,3982,99,796,9.57
32,6,2869,89,573,8.73
22,4,697,31,139,5.95
24,4,1983,82,396,7.92
10,2,688,68,137,7.13
18,3,1304,72,260,7.27
33,6,3231,97,646,9.04
38,7,2157,56,431,7.62
11,2,785,71,157,7.11
44,8,3445,78,689,8.7
10,2,121,12,24,4.87
18,3,197,10,39,4.79
30,6,1954,65,390,7.8
43,8,2979,69,595,8.34
25,5,1884,75,376,8.0
40,8,799,19,159,6.37
39,7,2482,63,496,7.89
25,5,1295,51,259,7.06
21,4,1240,59,248,7.11
48,9,2739,57,547,8.07
47,9,1020,21,204,6.65
38,7,1402,36,280,6.82
11,2,1043,94,208,8.03
18,3,1125,62,225,6.88
29,5,1908,65,381,7.5
22,4,114,5,22,4.83
35,7,326,9,65,5.76
33,6,1946,58,389,7.48
40,8,2206,55,441,7.8
24,4,1667,69,333,7.39
21,4,1630,77,326,7.84
27,5,1513,56,302,7.17
20,4,485,24,97,5.76
22,4,127,5,25,4.88
38,7,2113,55,422,7.57
15,3,189,12,37,5.05
18,3,342,19,68,5.13
36,7,3033,84,606,8.75
48,9,458,9,91,6.15
29,5,506,17,101,5.57
15,3,1435,95,287,8.41
35,7,253,7,50,5.66
27,5,185,6,37,5.19
18,3,1041,57,208,6.68
46,9,2754,59,550,8.17
40,8,2060,51,412,7.65
22,4,723,32,144,5.99
14,2,1178,84,235,7.35
47,9,2470,52,494,7.89
46,9,3933,85,786,9.2
46,9,1883,40,376,7.41
40,8,723,18,144,6.31
13,2,260,20,52,4.86
49,9,942,19,188,6.56
11,2,949,86,189,7.7
15,3,1484,98,296,8.53
43,8,1117,25,223,6.6
45,9,438,9,87,6.16
41,8,2229,54,445,7.75
41,8,752,18,150,6.31
50,10,3806,76,761,9.04
35,7,2801,80,560,8.6
43,8,1596,37,319,7.06
11,2,681,61,136,6.71
20,4,165,8,33,5.12
16,3,636,39,127,6.09
30,6,711,23,142,6.13
50,10,3288,65,657,8.61
37,7,1038,28,207,6.49
34,6,2190,64,438,7.69
50,10,4684,93,936,9.73
38,7,1775,46,355,7.22
19,3,738,38,147,5.87
36,7,2139,59,427,7.75
35,7,1578,45,315,7.2
32,6,590,18,118,5.88
18,3,1568,87,313,7.87
32,6,485,15,97,5.76
47,9,1417,30,283,7.0
39,7,3348,85,669,8.77
13,2,1236,95,247,7.86
26,5,2479,95,495,8.77
23,4,342,14,68,5.22
17,3,1312,77,262,7.53
38,7,3534,93,706,9.08
11,2,988,89,197,7.83
22,4,880,40,176,6.3
15,3,927,61,185,7.05
35,7,552,15,110,6.01
43,8,672,15,134,6.19
47,9,1066,22,213,6.69
19,3,1335,70,267,7.14
47,9,235,5,47,5.99
24,4,2157,89,431,8.2
33,6,3219,97,643,9.03
26,5,2142,82,428,8.25
46,9,3095,67,619,8.48
28,5,1103,39,220,6.47
14,2,746,53,149,6.11
49,9,315,6,63,6.05
41,8,1062,25,212,6.61
27,5,2157,79,431,8.11
19,3,1650,86,330,7.8
35,7,2464,70,492,8.2
30,6,1505,50,301,7.2
16,3,203,12,40,4.98
22,4,1509,68,301,7.42
10,2,410,41,82,6.04
13,2,361,27,72,5.15
12,2,466,38,93,5.68
50,10,831,16,166,6.65
20,4,1782,89,356,8.36
15,3,570,38,114,6.12
49,9,2017,41,403,7.44
50,10,3670,73,734,8.93
13,2,355,27,71,5.14
25,5,1687,67,337,7.69
30,6,2086,69,417,7.97
11,2,666,60,133,6.67
20,4,1817,90,363,8.41
40,8,3642,91,728,9.24
16,3,402,25,80,5.51
47,9,4475,95,895,9.6
43,8,2113,49,422,7.54
11,2,359,32,71,5.53
13,2,788,60,157,6.46
18,3,1515,84,303,7.75
41,8,3271,79,654,8.77
41,8,2317,56,463,7.84
32,6,2652,82,530,8.45
10,2,811,81,162,7.64
32,6,776,24,155,6.12
45,9,1489,33,297,7.12
10,2,721,72,144,7.28
42,8,1994,47,398,7.47
18,3,1662,92,332,8.07
36,7,731,20,146,6.19
26,5,674,25,134,5.97
31,6,1430,46,286,7.02
35,7,858,24,171,6.36
25,5,350,14,70,5.56
43,8,1105,25,221,6.59
21,4,319,15,63,5.32
14,2,802,57,160,6.27
36,7,2866,79,573,8.56
14,2,223,15,44,4.58
22,4,1221,55,244,6.91
32,6,228,7,45,5.41
31,6,264,8,52,5.48
25,5,103,4,20,5.1
13,2,1118,86,223,7.49
27,5,2122,78,424,8.06
33,6,3230,97,646,9.04
19,3,1556,81,311,7.6
17,3,1203,70,240,7.26
25,5,370,14,74,5.58
36,7,121,3,24,5.5
27,5,1265,46,253,6.79
18,3,1516,84,303,7.75
22,4,1639,74,327,7.66
44,8,2576,58,515,7.91
17,3,317,18,63,5.17
11,2,974,88,194,7.78
45,9,2618,58,523,8.12
26,5,869,33,173,6.28
29,5,991,34,198,6.25
40,8,3015,75,603,8.61
46,9,168,3,33,5.89
24,4,2270,94,454,8.4
49,9,2002,40,400,7.41
19,3,1474,77,294,7.43
22,4,219,9,43,5.04
31,6,530,17,106,5.86
13,2,535,41,107,5.7
14,2,1314,93,262,7.72
14,2,1367,97,273,7.88
12,2,1014,84,202,7.51
14,2,901,64,180,6.55
16,3,1011,63,202,7.04
13,2,890,68,178,6.79
21,4,929,44,185,6.5
41,8,2450,59,490,7.97
23,4,1535,66,307,7.31
23,4,558,24,111,5.61
43,8,2419,56,483,7.82
23,4,1628,70,325,7.47
19,3,159,8,31,4.62
27,5,985,36,197,6.38
41,8,442,10,88,6.0
23,4,511,22,102,5.54
24,4,1617,67,323,7.31
48,9,1312,27,262,6.88
38,7,1675,44,335,7.12
38,7,2705,71,541,8.21
12,2,1169,97,233,8.03
44,8,3893,88,778,9.11
48,9,325,6,65,6.05
22,4,1735,78,347,7.84
22,4,1886,85,377,8.11
45,9,1628,36,325,7.24
28,5,1744,62,348,7.39
25,5,1588,63,317,7.53
30,6,2130,71,426,8.04
16,3,295,18,59,5.24
11,2,999,90,199,7.87
41,8,825,20,165,6.39
37,7,1169,31,233,6.62
33,6,627,19,125,5.89
26,5,719,27,143,6.05
14,2,1120,80,224,7.19
40,8,1702,42,340,7.29
39,7,1050,26,210,6.41
45,9,2973,66,594,8.44
47,9,3005,63,601,8.33
45,9,3995,88,799,9.34
26,5,477,18,95,5.68
22,4,1174,53,234,6.82
26,5,578,22,115,5.84
22,4,442,20,88,5.49
23,4,549,23,109,5.58
47,9,872,18,174,6.52
34,6,1568,46,313,6.96
10,2,441,44,88,6.16
15,3,299,19,59,5.35
26,5,2307,88,461,8.5
42,8,2384,56,476,7.84
41,8,1168,28,233,6.72
24,4,1532,63,306,7.16
22,4,226,10,45,5.09
27,5,684,25,136,5.93
17,3,1594,93,318,8.17
32,6,782,24,156,6.12
17,3,556,32,111,5.74
31,6,1395,45,279,6.98
31,6,153,4,30,5.31
16,3,792,49,158,6.48
16,3,300,18,60,5.25
43,8,3990,92,798,9.28
47,9,653,13,130,6.32
38,7,3147,82,629,8.66
10,2,442,44,88,6.15
18,3,687,38,137,5.9
45,9,3249,72,649,8.68
43,8,4184,97,836,9.46
17,3,725,42,145,6.14
34,6,2437,71,487,7.98
16,3,790,49,158,6.48
10,2,188,18,37,5.1
24,4,1330,55,266,6.83
10,2,482,48,96,6.32
40,8,3048,76,609,8.64
45,9,4391,97,878,9.69
32,6,2063,64,412,7.72
27,5,1704,63,340,7.45
48,9,854,17,170,6.48
33,6,811,24,162,6.11
40,8,612,15,122,6.2
18,3,496,27,99,5.47
35,7,300,8,60,5.73
29,5,137,4,27,5.03
38,7,2885,75,577,8.38
31,6,2061,66,412,7.82
36,7,2846,79,569,8.54
40,8,2488,62,497,8.08
29,5,566,19,113,5.65
41,8,1793,43,358,7.32
44,8,3862,87,772,9.07
34,6,1455,42,291,6.82
22,4,1097,49,219,6.67
45,9,927,20,185,6.61
33,6,3014,91,602,8.78
29,5,916,31,183,6.13
47,9,2445,52,489,7.88
42,8,2969,70,593,8.4
