commits,commits_per_month,changes,changes_per_commit,changes_per_month,grade
85,14,2334,27,389,6.58
16,2,260,16,43,0.93
18,3,2570,142,428,4.26
48,8,2238,46,373,4.97
89,14,1196,13,199,5.13
56,9,2425,43,404,5.51
10,1,876,87,146,1.55
68,11,771,11,128,3.77
67,11,2708,40,451,6.35
1,0,2473,2473,412,4.98
66,11,2211,33,368,5.66
100,16,1579,15,263,6.11
82,13,2810,34,468,7.03
31,5,667,21,111,2.15
83,13,1698,20,283,5.56
84,14,1624,19,270,5.61
93,15,2096,22,349,6.54
62,10,768,12,128,3.52
51,8,2434,47,405,5.29
4,0,282,70,47,0.5
26,4,1498,57,249,3.05
61,10,115,1,19,2.62
34,5,2281,67,380,4.39
71,11,1702,23,283,5.08
10,1,2045,204,340,3.19
74,12,2333,31,388,6.11
11,1,1384,125,230,2.27
9,1,462,51,77,0.96
82,13,2195,26,365,6.21
6,1,1068,178,178,1.79
75,12,1666,22,277,5.23
9,1,1769,196,294,2.79
66,11,1411,21,235,4.59
28,4,2432,86,405,4.36
98,16,1702,17,283,6.24
99,16,1010,10,168,5.33
60,10,735,12,122,3.44
21,3,1757,83,292,3.19
79,13,1686,21,281,5.47
57,9,275,4,45,2.63
94,15,463,4,77,4.37
23,3,1306,56,217,2.61
8,1,1433,179,238,2.31
20,3,369,18,61,1.28
74,12,2820,38,470,6.77
11,1,1616,146,269,2.6
13,2,1691,130,281,2.85
26,4,1703,65,283,3.33
8,1,856,107,142,1.5
17,2,1285,75,214,2.35
30,5,302,10,50,1.63
3,0,1852,617,308,2.94
86,14,1243,14,207,5.14
52,8,162,3,27,2.26
18,3,1464,81,244,2.74
36,6,979,27,163,2.79
78,13,2365,30,394,6.36
57,9,2798,49,466,6.03
36,6,2191,60,365,4.43
58,9,1812,31,302,4.72
63,10,1742,27,290,4.85
91,15,2188,24,364,6.63
93,15,1027,11,171,5.11
28,4,467,16,77,1.69
92,15,2366,25,394,6.89
20,3,1753,87,292,3.17
15,2,249,16,41,0.89
72,12,1889,26,314,5.47
18,3,724,40,120,1.72
27,4,1816,67,302,3.5
46,7,1068,23,178,3.23
36,6,2642,73,440,5.04
8,1,694,86,115,1.27
94,15,1991,21,331,6.42
6,1,2686,447,447,4.12
43,7,2746,63,457,5.44
11,1,841,76,140,1.52
100,16,1516,15,252,6.03
62,10,842,13,140,3.62
100,16,2464,24,410,7.3
56,9,1606,28,267,4.4
92,15,272,2,45,4.08
43,7,647,15,107,2.6
14,2,1975,141,329,3.26
75,12,2965,39,494,6.98
22,3,2950,134,491,4.84
48,8,1810,37,301,4.4
97,16,297,3,49,4.34
76,12,896,11,149,4.22
59,9,671,11,111,3.2
73,12,468,6,78,3.59
7,1,1854,264,309,2.91
14,2,2532,180,422,4.03
75,12,1973,26,328,5.64
71,11,1458,20,243,4.75
41,6,2035,49,339,4.32
22,3,558,25,93,1.58
14,2,134,9,22,0.71
77,12,823,10,137,4.14
13,2,589,45,98,1.32
79,13,2839,35,473,7.01
70,11,1577,22,262,4.89
7,1,891,127,148,1.54
85,14,2566,30,427,6.89
99,16,1954,19,325,6.6
28,4,521,18,86,1.76
33,5,2144,64,357,4.19
37,6,2282,61,380,4.57
37,6,1989,53,331,4.18
11,1,2679,243,446,4.08
3,0,1343,447,223,2.15
45,7,732,16,122,2.76
69,11,162,2,27,2.97
76,12,612,8,102,3.84
14,2,2705,193,450,4.26
34,5,1142,33,190,2.85
12,2,1476,123,246,2.54
1,0,1427,1427,237,2.88
73,12,2007,27,334,5.65
74,12,869,11,144,4.14
27,4,1909,70,318,3.63
12,2,1728,144,288,2.89
23,3,2879,125,479,4.75
44,7,2636,59,439,5.31
48,8,2612,54,435,5.48
82,13,2759,33,459,6.96
45,7,2744,60,457,5.47
99,16,266,2,44,4.33
44,7,1616,36,269,3.93
66,11,1803,27,300,5.12
15,2,1930,128,321,3.21
31,5,213,6,35,1.53
27,4,2039,75,339,3.81
57,9,2106,36,351,5.1
52,8,2531,48,421,5.44
73,12,973,13,162,4.27
59,9,2660,45,443,5.88
85,14,278,3,46,3.82
56,9,1380,24,230,4.1
84,14,1576,18,262,5.54
70,11,1540,22,256,4.84
97,16,368,3,61,4.43
77,12,2051,26,341,5.79
10,1,416,41,69,0.91
25,4,1374,54,229,2.87
63,10,1399,22,233,4.39
37,6,2452,66,408,4.8
41,6,749,18,124,2.58
47,7,1235,26,205,3.48
4,0,2003,500,333,3.08
70,11,2724,38,454,6.43
71,11,1110,15,185,4.29
14,2,1052,75,175,1.98
9,1,1258,139,209,2.07
89,14,2147,24,357,6.41
7,1,1133,161,188,1.88
57,9,2268,39,378,5.32
88,14,709,8,118,4.46
62,10,2728,44,454,6.15
7,1,2825,403,470,4.3
89,14,1114,12,185,5.02
52,8,2870,55,478,5.9
47,7,1138,24,189,3.35
18,3,2245,124,374,3.81
38,6,1396,36,232,3.39
15,2,721,48,120,1.54
15,2,1655,110,275,2.83
4,0,2429,607,404,3.72
74,12,385,5,64,3.5
94,15,2024,21,337,6.47
36,6,2111,58,351,4.32
84,14,397,4,66,3.96
51,8,731,14,121,3.0
71,11,799,11,133,3.87
74,12,1331,17,221,4.76
30,5,1327,44,221,3.02
90,15,1868,20,311,6.18
60,10,1606,26,267,4.61
72,12,2905,40,484,6.84
51,8,1277,25,212,3.74
64,10,1958,30,326,5.16
77,12,2558,33,426,6.47
5,0,2448,489,408,3.69
35,5,2266,64,377,4.39
47,7,2713,57,452,5.47
9,1,503,55,83,1.01
49,8,1142,23,190,3.52
97,16,1885,19,314,6.47
7,1,1789,255,298,2.82
50,8,2473,49,412,5.33
62,10,169,2,28,2.72
98,16,2102,21,350,6.78
32,5,940,29,156,2.54
44,7,2369,53,394,4.95
95,15,1231,12,205,5.42
87,14,525,6,87,4.19
100,16,221,2,36,4.29
98,16,336,3,56,4.41
35,5,1406,40,234,3.23
72,12,2144,29,357,5.82
35,5,808,23,134,2.42
57,9,170,2,28,2.49
15,2,605,40,100,1.38
97,16,726,7,121,4.91
37,6,1796,48,299,3.92
76,12,655,8,109,3.9
14,2,2927,209,487,4.57
92,15,1188,12,198,5.31
89,14,2225,25,370,6.51
44,7,2876,65,479,5.63
37,6,496,13,82,2.16
49,8,563,11,93,2.73
52,8,2071,39,345,4.83
40,6,1900,47,316,4.11
73,12,1945,26,324,5.57
14,2,2860,204,476,4.48
88,14,396,4,66,4.04
100,16,2001,20,333,6.68
20,3,906,45,151,2.01
97,16,2860,29,476,7.77
41,6,1350,32,225,3.39
63,10,1413,22,235,4.41
68,11,471,6,78,3.37
80,13,2091,26,348,6.03
80,13,963,12,160,4.52
10,1,1480,148,246,2.4
77,12,1922,24,320,5.62
19,3,2302,121,383,3.9
73,12,816,11,136,4.06
8,1,160,20,26,0.51
38,6,1913,50,318,4.09
41,6,455,11,75,2.18
99,16,246,2,41,4.31
83,13,2946,35,491,7.24
67,11,2622,39,437,6.24
41,6,2254,54,375,4.61
51,8,815,15,135,3.11
30,5,1490,49,248,3.24
21,3,722,34,120,1.78
6,1,825,137,137,1.44
4,0,214,53,35,0.4
38,6,2801,73,466,5.29
23,3,1931,83,321,3.46
50,8,2650,53,441,5.57
52,8,2869,55,478,5.9
14,2,2373,169,395,3.81
21,3,2844,135,474,4.68
76,12,459,6,76,3.63
81,13,2441,30,406,6.52
5,0,2684,536,447,4.04
17,2,1382,81,230,2.49
80,13,1962,24,327,5.86
5,0,1941,388,323,2.95
63,10,1811,28,301,4.94
78,13,2541,32,423,6.59
8,1,2976,372,496,4.5
52,8,2869,55,478,5.9
61,10,2610,42,435,5.98
9,1,1249,138,208,2.06
52,8,956,18,159,3.33
50,8,2442,48,407,5.29
76,12,2513,33,418,6.39
85,14,1290,15,215,5.18
38,6,2529,66,421,4.92
20,3,324,16,54,1.22
66,11,2809,42,468,6.47
98,16,2890,29,481,7.83
69,11,2807,40,467,6.52
89,14,1505,16,250,5.54
69,11,793,11,132,3.82
48,8,1488,31,248,3.96
9,1,1617,179,269,2.58
84,14,1743,20,290,5.77
48,8,1161,24,193,3.52
45,7,1928,42,321,4.37
54,9,166,3,27,2.43
68,11,1691,24,281,5.0
14,2,753,53,125,1.57
26,4,2241,86,373,4.06
25,4,1440,57,240,2.96
44,7,590,13,98,2.55
47,7,2502,53,417,5.19
13,2,1832,140,305,3.05
74,12,1279,17,213,4.7
51,8,740,14,123,3.01
6,1,1690,281,281,2.68
64,10,1216,19,202,4.16
90,15,772,8,128,4.71
96,16,2499,26,416,7.27
13,2,2096,161,349,3.41
79,13,1487,18,247,5.2
99,16,2121,21,353,6.82
29,4,2978,102,496,5.12
14,2,1152,82,192,2.12
13,2,457,35,76,1.14
34,5,780,22,130,2.36
48,8,1538,32,256,4.03
35,5,1899,54,316,3.89
13,2,2440,187,406,3.89
83,13,2980,35,496,7.28
59,9,1537,26,256,4.37
95,15,1461,15,243,5.73
71,11,2085,29,347,5.59
60,10,2226,37,371,5.44
55,9,788,14,131,3.28
50,8,1543,30,257,4.08
94,15,423,4,70,4.32
20,3,1800,90,300,3.24
81,13,1624,20,270,5.42
4,0,2428,607,404,3.72
51,8,1688,33,281,4.29
92,15,2102,22,350,6.53
19,3,1697,89,282,3.07
33,5,810,24,135,2.38
19,3,2995,157,499,4.85
77,12,1723,22,287,5.35
21,3,2778,132,463,4.59
69,11,842,12,140,3.88
2,0,2095,1047,349,3.54
72,12,2246,31,374,5.95
83,13,1518,18,253,5.32
48,8,2471,51,411,5.29
16,2,674,42,112,1.5
14,2,766,54,127,1.59
55,9,1100,20,183,3.7
30,5,2559,85,426,4.69
57,9,2333,40,388,5.4
35,5,2405,68,400,4.57
43,7,2605,60,434,5.25
90,15,2620,29,436,7.19
82,13,694,8,115,4.19
100,16,2929,29,488,7.92
88,14,2235,25,372,6.5
27,4,1639,60,273,3.27
73,12,1314,18,219,4.72
65,10,2355,36,392,5.71
96,16,2011,20,335,6.61
96,16,1473,15,245,5.89
49,8,1031,21,171,3.37
5,0,1194,238,199,1.85
59,9,2723,46,453,5.96
3,0,103,34,17,0.22
66,11,2771,41,461,6.41
69,11,2724,39,454,6.41
43,7,1732,40,288,4.07
11,1,565,51,94,1.13
37,6,668,18,111,2.39
11,1,1745,158,290,2.77
81,13,2154,26,359,6.13
17,2,2409,141,401,3.89
15,2,1531,102,255,2.66
38,6,542,14,90,2.24
21,3,2614,124,435,4.36
51,8,1866,36,311,4.53
67,11,640,9,106,3.57
14,2,1776,126,296,2.98
22,3,1853,84,308,3.34
81,13,2516,31,419,6.62
97,16,652,6,108,4.81
8,1,935,116,155,1.61
19,3,2010,105,335,3.51
72,12,156,2,26,3.15
80,13,142,1,23,3.41
88,14,1608,18,268,5.67
27,4,2148,79,358,3.96
4,0,1498,374,249,2.33
40,6,2465,61,410,4.87
54,9,653,12,108,3.08
100,16,2369,23,394,7.17
68,11,1506,22,251,4.76
14,2,1385,98,230,2.44
27,4,1585,58,264,3.19
33,5,820,24,136,2.39
81,13,727,8,121,4.22
75,12,1329,17,221,4.78
31,5,1234,39,205,2.91
68,11,1496,22,249,4.74
46,7,417,9,69,2.36
45,7,2167,48,361,4.7
10,1,2789,278,464,4.23
56,9,2729,48,454,5.91
71,11,1646,23,274,5.0
15,2,1442,96,240,2.54
90,15,1017,11,169,5.04
53,8,418,7,69,2.62
94,15,428,4,71,4.33
37,6,2239,60,373,4.52
93,15,1268,13,211,5.43
99,16,1305,13,217,5.73
5,0,2516,503,419,3.79
54,9,996,18,166,3.55
99,16,586,5,97,4.76
35,5,2473,70,412,4.67
21,3,457,21,76,1.42
78,13,1426,18,237,5.1
67,11,2026,30,337,5.43
71,11,1849,26,308,5.28
53,8,441,8,73,2.65
83,13,850,10,141,4.42
86,14,1711,19,285,5.76
40,6,2250,56,375,4.59
19,3,1618,85,269,2.97
72,12,2626,36,437,6.46
70,11,1908,27,318,5.34
57,9,2398,42,399,5.49
41,6,1149,28,191,3.12
9,1,719,79,119,1.31
5,0,1728,345,288,2.64
38,6,484,12,80,2.16
57,9,1206,21,201,3.89
75,12,155,2,25,3.2
36,6,1327,36,221,3.26
40,6,2717,67,452,5.21
54,9,900,16,150,3.42
7,1,165,23,27,0.5
63,10,2100,33,350,5.33
37,6,1063,28,177,2.93
3,0,636,212,106,1.05
63,10,1540,24,256,4.58
76,12,1537,20,256,5.08
11,1,1490,135,248,2.42
48,8,631,13,105,2.81
96,16,2405,25,400,7.14
68,11,1945,28,324,5.35
86,14,287,3,47,3.85
62,10,2851,45,475,6.32
67,11,2834,42,472,6.52
9,1,512,56,85,1.02
78,13,2951,37,491,7.14
74,12,1036,14,172,4.37
2,0,1763,881,293,2.98
58,9,1161,20,193,3.84
41,6,2644,64,440,5.14
8,1,1851,231,308,2.91
20,3,2464,123,410,4.14
67,11,2306,34,384,5.81
14,2,2672,190,445,4.22
24,4,582,24,97,1.77
33,5,195,5,32,1.55
58,9,1722,29,287,4.6
7,1,1266,180,211,2.07
84,14,807,9,134,4.51
18,3,1653,91,275,3.0
67,11,1977,29,329,5.37
73,12,462,6,77,3.58
96,16,2835,29,472,7.72
19,3,379,19,63,1.27
97,16,215,2,35,4.22
83,13,707,8,117,4.23
77,12,917,11,152,4.27
68,11,822,12,137,3.84
24,4,151,6,25,1.18
10,1,1494,149,249,2.42
91,15,2205,24,367,6.65
10,1,1622,162,270,2.6
56,9,346,6,57,2.71
74,12,1203,16,200,4.59
57,9,308,5,51,2.68
49,8,1116,22,186,3.48
8,1,1438,179,239,2.32
6,1,1999,333,333,3.13
58,9,1491,25,248,4.29
77,12,2716,35,452,6.68
64,10,2479,38,413,5.86
26,4,2303,88,383,4.15
28,4,2289,81,381,4.16
34,5,1520,44,253,3.36
91,15,874,9,145,4.86
51,8,653,12,108,2.9
44,7,1680,38,280,4.02
39,6,1712,43,285,3.84
39,6,2737,70,456,5.23
70,11,637,9,106,3.63
34,5,2746,80,457,5.02
27,4,907,33,151,2.27
20,3,293,14,48,1.17
38,6,202,5,33,1.78
19,3,662,34,110,1.66
65,10,1547,23,257,4.62
56,9,2015,35,335,4.95
20,3,397,19,66,1.32
23,3,1542,67,257,2.94
82,13,1497,18,249,5.27
42,7,2638,62,439,5.27
47,7,2114,44,352,4.66
87,14,1101,12,183,4.96
33,5,521,15,86,1.99
47,7,1602,34,267,3.97
65,10,214,3,35,2.83
8,1,1526,190,254,2.45
90,15,1023,11,170,5.04
29,4,1944,67,324,3.72
65,10,1774,27,295,4.93
82,13,640,7,106,4.12
37,6,1097,29,182,2.97
85,14,2602,30,433,6.94
48,8,898,18,149,3.17
6,1,2591,431,431,3.99
5,0,776,155,129,1.24
83,13,1456,17,242,5.24
27,4,1769,65,294,3.44
30,5,252,8,42,1.57
38,6,1072,28,178,2.96
21,3,1454,69,242,2.78
45,7,2784,61,464,5.53
60,10,2214,36,369,5.43
57,9,2046,35,341,5.02
16,2,2306,144,384,3.74
12,2,2138,178,356,3.46
28,4,2346,83,391,4.24
14,2,2749,196,458,4.33
84,14,768,9,128,4.46
32,5,599,18,99,2.07
1,0,697,697,116,1.42
74,12,2117,28,352,5.82
16,2,495,30,82,1.25
43,7,1969,45,328,4.39
1,0,2324,2324,387,4.68
85,14,2982,35,497,7.45
2,0,308,154,51,0.55
22,3,202,9,33,1.09
77,12,375,4,62,3.54
91,15,1101,12,183,5.17
91,15,2086,22,347,6.49
37,6,1071,28,178,2.93
12,2,1711,142,285,2.87
60,10,2398,39,399,5.67
9,1,1133,125,188,1.9
34,5,1613,47,268,3.48
38,6,937,24,156,2.77
100,16,1280,12,213,5.71
62,10,2023,32,337,5.21
64,10,757,11,126,3.55
42,7,1505,35,250,3.74
11,1,1827,166,304,2.89
26,4,1491,57,248,3.04
77,12,1126,14,187,4.55
28,4,2661,95,443,4.67
48,8,1026,21,171,3.34
10,1,404,40,67,0.89
31,5,2496,80,416,4.63
84,14,1084,12,180,4.88
64,10,382,5,63,3.04
47,7,1883,40,313,4.35
40,6,2718,67,453,5.22
60,10,1404,23,234,4.34
66,11,1684,25,280,4.95
12,2,1664,138,277,2.8
87,14,1294,14,215,5.22
59,9,802,13,133,3.38
7,1,800,114,133,1.41
97,16,2654,27,442,7.5
88,14,2772,31,462,7.23
13,2,2825,217,470,4.42
66,11,2001,30,333,5.38
31,5,2326,75,387,4.39
77,12,2373,30,395,6.22
93,15,1354,14,225,5.55
53,8,1764,33,294,4.43
33,5,1065,32,177,2.72
50,8,1361,27,226,3.83
37,6,863,23,143,2.65
59,9,2719,46,453,5.96
97,16,1576,16,262,6.05
44,7,1272,28,212,3.47
57,9,306,5,51,2.68
90,15,1337,14,222,5.46
4,0,830,207,138,1.32
46,7,400,8,66,2.33
15,2,1264,84,210,2.29
27,4,752,27,125,2.06
74,12,630,8,105,3.83
32,5,188,5,31,1.52
14,2,2641,188,440,4.18
62,10,2108,34,351,5.32
79,13,2867,36,477,7.05
66,11,410,6,68,3.24
34,5,2095,61,349,4.14
99,16,571,5,95,4.74
2,0,1915,957,319,3.24
37,6,820,22,136,2.6
19,3,1170,61,195,2.36
33,5,1389,42,231,3.16
20,3,2134,106,355,3.69
49,8,968,19,161,3.28
1,0,1812,1812,302,3.66
85,14,858,10,143,4.6
30,5,1905,63,317,3.81
41,6,1743,42,290,3.92
69,11,365,5,60,3.24
43,7,586,13,97,2.52
18,3,1397,77,232,2.65
71,11,1660,23,276,5.02
88,14,1205,13,200,5.12
82,13,102,1,17,3.4
56,9,383,6,63,2.76
94,15,1627,17,271,5.94
83,13,2996,36,499,7.3
7,1,1227,175,204,2.02
63,10,343,5,57,2.97
9,1,973,108,162,1.67
10,1,2106,210,351,3.27
45,7,1730,38,288,4.11
3,0,145,48,24,0.28
59,9,1798,30,299,4.72
20,3,1850,92,308,3.3
5,0,2776,555,462,4.17
14,2,1467,104,244,2.55
17,2,582,34,97,1.39
11,1,2030,184,338,3.17
96,16,230,2,38,4.23
23,3,578,25,96,1.62
56,9,1285,22,214,3.97
81,13,1842,22,307,5.72
67,11,2084,31,347,5.51
39,6,2242,57,373,4.56
99,16,2136,21,356,6.84
85,14,1620,19,270,5.62
13,2,2678,206,446,4.22
90,15,1885,20,314,6.2
13,2,2061,158,343,3.36
71,11,1803,25,300,5.21
50,8,487,9,81,2.65
33,5,2918,88,486,5.23
99,16,1482,14,247,5.97
19,3,2274,119,379,3.87
38,6,1591,41,265,3.66
95,15,570,6,95,4.54
88,14,306,3,51,3.92
28,4,866,30,144,2.23
75,12,2561,34,426,6.43
38,6,1476,38,246,3.5
59,9,700,11,116,3.24
94,15,102,1,17,3.89
100,16,979,9,163,5.31
48,8,2597,54,432,5.46
33,5,2821,85,470,5.1
39,6,2364,60,394,4.72
52,8,2323,44,387,5.17
82,13,804,9,134,4.34
77,12,2378,30,396,6.23
61,10,676,11,112,3.38
12,2,424,35,70,1.08
53,8,1565,29,260,4.16
78,13,1088,13,181,4.64
75,12,1201,16,200,4.61
61,10,2132,34,355,5.33
78,13,295,3,49,3.58
4,0,2504,626,417,3.84
26,4,1993,76,332,3.73
33,5,1008,30,168,2.65
79,13,1162,14,193,4.76
37,6,1212,32,202,3.13
75,12,481,6,80,3.64
69,11,1854,26,309,5.24
22,3,1103,50,183,2.32
70,11,221,3,36,3.07
76,12,1087,14,181,4.48
97,16,2324,23,387,7.05
33,5,1271,38,211,3.0
13,2,1187,91,197,2.15
58,9,638,11,106,3.14
67,11,2703,40,450,6.34
85,14,384,4,64,3.96
40,6,1090,27,181,3.02
8,1,438,54,73,0.91
39,6,1974,50,329,4.2
11,1,738,67,123,1.37
68,11,1171,17,195,4.31
36,6,385,10,64,1.99
98,16,893,9,148,5.15
52,8,1993,38,332,4.72
18,3,218,12,36,1.03
33,5,2230,67,371,4.3
28,4,2265,80,377,4.13
23,3,2420,105,403,4.13
6,1,2208,368,368,3.44
70,11,2058,29,343,5.54
51,8,2049,40,341,4.78
41,6,524,12,87,2.28
81,13,2225,27,370,6.23
80,13,2802,35,467,6.98
83,13,1155,13,192,4.83
11,1,2048,186,341,3.2
71,11,2372,33,395,5.98
7,1,1261,180,210,2.07
61,10,816,13,136,3.57
39,6,2686,68,447,5.15
8,1,1924,240,320,3.01
34,5,967,28,161,2.61
87,14,540,6,90,4.21
93,15,486,5,81,4.39
75,12,1608,21,268,5.16
50,8,555,11,92,2.75
57,9,2124,37,354,5.12
75,12,1065,14,177,4.43
63,10,1868,29,311,5.02
11,1,1083,98,180,1.85
57,9,792,13,132,3.33
8,1,2195,274,365,3.39
54,9,2224,41,370,5.2
91,15,1874,20,312,6.21
36,6,2448,68,408,4.78
88,14,451,5,75,4.11
39,6,335,8,55,1.98
82,13,332,4,55,3.71
27,4,2901,107,483,4.98
68,11,1207,17,201,4.36
94,15,1511,16,251,5.78
89,14,2010,22,335,6.22
10,1,395,39,65,0.87
36,6,1388,38,231,3.34
57,9,1152,20,192,3.81
28,4,254,9,42,1.4
65,10,529,8,88,3.26
76,12,2379,31,396,6.21
93,15,1516,16,252,5.76
44,7,690,15,115,2.69
35,5,1273,36,212,3.05
69,11,115,1,19,2.91
11,1,1824,165,304,2.89
89,14,2977,33,496,7.52
71,11,1525,21,254,4.84
89,14,2665,29,444,7.1
87,14,2475,28,412,6.81
91,15,1906,20,317,6.25
74,12,2939,39,489,6.92
47,7,1620,34,270,4.0
5,0,959,191,159,1.5
12,2,2894,241,482,4.51
24,4,162,6,27,1.2
20,3,247,12,41,1.11
85,14,2117,24,352,6.29
85,14,1303,15,217,5.2
10,1,2993,299,498,4.51
99,16,1622,16,270,6.15
75,12,1160,15,193,4.56
44,7,1786,40,297,4.16
10,1,1993,199,332,3.12
61,10,2673,43,445,6.06
9,1,1034,114,172,1.76
93,15,1876,20,312,6.25
50,8,2649,52,441,5.57
84,14,2543,30,423,6.84
56,9,441,7,73,2.84
44,7,1810,41,301,4.19
37,6,1937,52,322,4.1
73,12,637,8,106,3.81
35,5,272,7,45,1.69
69,11,2467,35,411,6.07
41,6,1509,36,251,3.6
95,15,2527,26,421,7.16
83,13,377,4,62,3.79
88,14,1330,15,221,5.29
76,12,2569,33,428,6.47
10,1,254,25,42,0.68
72,12,1820,25,303,5.38
86,14,376,4,62,3.97
100,16,1897,18,316,6.54
6,1,1819,303,303,2.87
54,9,886,16,147,3.39
15,2,1678,111,279,2.86
65,10,677,10,112,3.46
39,6,2119,54,353,4.39
27,4,1951,72,325,3.69
61,10,542,8,90,3.2
73,12,2311,31,385,6.06
16,2,1884,117,314,3.16
25,4,1042,41,173,2.41
64,10,2576,40,429,5.99
79,13,2707,34,451,6.84
14,2,1003,71,167,1.91
86,14,1155,13,192,5.02
65,10,805,12,134,3.63
1,0,1007,1007,167,2.04
24,4,1110,46,185,2.49
4,0,1879,469,313,2.9
78,13,2957,37,492,7.15
5,0,171,34,28,0.35
54,9,1900,35,316,4.76
58,9,2832,48,472,6.09
39,6,2760,70,460,5.26
43,7,2379,55,396,4.94
37,6,571,15,95,2.26
95,15,666,7,111,4.67
54,9,1249,23,208,3.89
20,3,1564,78,260,2.91
100,16,2331,23,388,7.12
83,13,734,8,122,4.27
53,8,2707,51,451,5.7
90,15,2602,28,433,7.16
24,4,299,12,49,1.38
3,0,2251,750,375,3.57
24,4,1912,79,318,3.58
42,7,2628,62,438,5.26
70,11,1929,27,321,5.36
59,9,1970,33,328,4.95
92,15,1223,13,203,5.35
26,4,785,30,130,2.08
92,15,1001,10,166,5.05
95,15,2318,24,386,6.88
80,13,847,10,141,4.36
94,15,2514,26,419,7.12
94,15,2927,31,487,7.68
54,9,2635,48,439,5.75
47,7,2920,62,486,5.75
55,9,698,12,116,3.16
38,6,2605,68,434,5.03
41,6,267,6,44,1.93
66,11,2760,41,460,6.4
74,12,1711,23,285,5.28
100,16,1463,14,243,5.96
62,10,1506,24,251,4.51
53,8,1776,33,296,4.45
98,16,326,3,54,4.4
96,16,506,5,84,4.6
41,6,1254,30,209,3.26
51,8,299,5,49,2.42
18,3,2015,111,335,3.49
50,8,1517,30,252,4.04
37,6,1233,33,205,3.15
5,0,2667,533,444,4.01
49,8,1198,24,199,3.59
19,3,1742,91,290,3.14
24,4,606,25,101,1.8
26,4,2268,87,378,4.1
18,3,138,7,23,0.92
82,13,1497,18,249,5.27
81,13,2032,25,338,5.97
88,14,2856,32,476,7.34
7,1,1462,208,243,2.35
16,2,2046,127,341,3.38
95,15,533,5,88,4.49
50,8,903,18,150,3.21
71,11,2137,30,356,5.66
8,1,905,113,150,1.56
78,13,264,3,44,3.54
94,15,2499,26,416,7.1
78,13,824,10,137,4.29
84,14,1732,20,288,5.75
70,11,2089,29,348,5.58
20,3,477,23,79,1.42
20,3,2565,128,427,4.28
15,2,1221,81,203,2.23
15,2,1674,111,279,2.86
59,9,1176,19,196,3.89
6,1,229,38,38,0.58
3,0,2471,823,411,3.91
6,1,478,79,79,0.93
28,4,1742,62,290,3.42
21,3,2618,124,436,4.37
10,1,975,97,162,1.69
69,11,601,8,100,3.56
4,0,2094,523,349,3.22
10,1,962,96,160,1.67
1,0,740,740,123,1.5
21,3,1593,75,265,2.97
39,6,650,16,108,2.41
19,3,1818,95,303,3.24
32,5,2637,82,439,4.83
32,5,1042,32,173,2.67
2,0,2373,1186,395,4.0
23,3,1240,53,206,2.52
89,14,2480,27,413,6.85
60,10,2378,39,396,5.65
93,15,2028,21,338,6.45
35,5,1001,28,166,2.68
63,10,1973,31,328,5.16
93,15,2771,29,461,7.45
97,16,2589,26,431,7.41
23,3,2855,124,475,4.72
81,13,1626,20,271,5.43
44,7,2766,62,461,5.48
49,8,2971,60,495,5.98
71,11,2556,36,426,6.23
27,4,797,29,132,2.12
6,1,2170,361,361,3.38
7,1,2132,304,355,3.31
76,12,1376,18,229,4.87
65,10,1993,30,332,5.23
92,15,1594,17,265,5.85
72,12,308,4,51,3.35
7,1,1575,225,262,2.51
47,7,2100,44,350,4.64
86,14,2162,25,360,6.37
20,3,2773,138,462,4.56
7,1,2338,334,389,3.6
15,2,1810,120,301,3.04
27,4,2197,81,366,4.02
72,12,1525,21,254,4.99
27,4,2815,104,469,4.86
10,1,1237,123,206,2.06
64,10,2383,37,397,5.73
47,7,2731,58,455,5.49
40,6,1632,40,272,3.75
14,2,2738,195,456,4.31
96,16,671,6,111,4.82
35,5,940,26,156,2.59
77,12,1181,15,196,4.62
83,13,2613,31,435,6.79
29,4,1255,43,209,2.78
26,4,489,18,81,1.68
24,4,687,28,114,1.91
20,3,1652,82,275,3.03
86,14,625,7,104,4.31
57,9,1883,33,313,4.79
86,14,129,1,21,3.64
62,10,2675,43,445,6.08
69,11,139,2,23,2.94
55,9,1441,26,240,4.16
40,6,1910,47,318,4.13
62,10,1833,29,305,4.95
2,0,2485,1242,414,4.19
78,13,2981,38,496,7.18
27,4,2192,81,365,4.02
54,9,1962,36,327,4.85
60,10,634,10,105,3.3
93,15,2256,24,376,6.76
79,13,2874,36,479,7.06
74,12,429,5,71,3.55
45,7,1650,36,275,4.0
23,3,2780,120,463,4.62
24,4,2718,113,453,4.68
53,8,1774,33,295,4.44
81,13,401,4,66,3.78
27,4,2478,91,413,4.41
78,13,1341,17,223,4.98
17,2,320,18,53,1.03
13,2,683,52,113,1.45
44,7,202,4,33,2.02
5,0,376,75,62,0.65
65,10,1999,30,333,5.23
24,4,100,4,16,1.11
41,6,1732,42,288,3.9
32,5,584,18,97,2.05
29,4,1029,35,171,2.47
20,3,2637,131,439,4.38
16,2,269,16,44,0.94
90,15,225,2,37,3.97
70,11,814,11,135,3.87
45,7,2462,54,410,5.09
64,10,2678,41,446,6.13
83,13,2245,27,374,6.3
84,14,2006,23,334,6.12
22,3,2067,93,344,3.63
39,6,907,23,151,2.75
44,7,2995,68,499,5.79
23,3,2946,128,491,4.85
56,9,1939,34,323,4.85
